序,產品代號,品名,單價,體積,廠牌,長,寬,高,種類,葷素,重量(g),"輸入格式(序,產品代碼+品名,單價,體積,種類)"
105,C1-32,《統一》龜甲萬甘醇醬油(1000ml/瓶),67,1376,統一,8,8,21.5,醬油,素食,1233,105_C1-32《統一》龜甲萬甘醇醬油(1000ml/瓶)_67_1376_醬油
106,C1-33,《統一》龜甲萬料亭和露(370ml/瓶),74,1127,統一,7,7,23,醬油,葷食,777,106_C1-33《統一》龜甲萬料亭和露(370ml/瓶)_74_1127_醬油
107,C1-34,《統一》龜甲萬料亭和露(香菇昆布)(370ml/瓶),79,1127,統一,7,7,23,醬油,素食,777,107_C1-34《統一》龜甲萬料亭和露(香菇昆布)(370ml/瓶)_79_1127_醬油
108,C1-35,《統一》龜甲萬鮮美露(340ml/瓶),72,980,統一,7,7,20,醬油,葷食,650,108_C1-35《統一》龜甲萬鮮美露(340ml/瓶)_72_980_醬油
109,C1-36,《萬家香》大吟釀薄鹽醬油(300ml/瓶),45,866.13,萬家香,6.5,6.5,20.5,醬油,素食,565,109_C1-36《萬家香》大吟釀薄鹽醬油(300ml/瓶)_45_866.125_醬油
110,C1-37,《萬家香》大吟釀醬油(300ml/瓶),36,866.13,萬家香,6.5,6.5,20.5,醬油,素食,565,110_C1-37《萬家香》大吟釀醬油(300ml/瓶)_36_866.125_醬油
114,C1-41,《萬家香》純釀造油膏(360g/瓶),35,1237.5,萬家香,7.5,7.5,22,醬油,素食,360,114_C1-41《萬家香》純釀造油膏(360g/瓶)_35_1237.5_醬油
115,C1-42,《萬家香》壺底油(1000ml),58,1878.5,萬家香,8.5,8.5,26,醬油,素食,1270,115_C1-42《萬家香》壺底油(1000ml)_58_1878.5_醬油
116,D1-1,紅標料理米酒,25,1421,公賣局,7,7,29,米酒,素食,1066,116_D1-1紅標料理米酒_25_1421_米酒
117,D1-2,特級紅標米酒,38,792,公賣局,6,6,22,米酒,素食,554,117_D1-2特級紅標米酒_38_792_米酒
118,D1-3,紅標米酒水,47,1421,公賣局,7,7,29,米酒,素食,1083,118_D1-3紅標米酒水_47_1421_米酒
119,D1-4,特級紅標純米酒,45,792,公賣局,6,6,22,米酒,素食,553,119_D1-4特級紅標純米酒_45_792_米酒
120,D1-5,天味米酒,26,1372,天味,7,7,28,米酒,素食,633,120_D1-5天味米酒_26_1372_米酒
121,D1-6,美鳳料理米酒,24,1127,名賀,7,7,23,米酒,素食,600,121_D1-6美鳳料理米酒_24_1127_米酒
122,D1-7,春雨料理米酒,24,1127,國慶,7,7,23,米酒,素食,600,122_D1-7春雨料理米酒_24_1127_米酒
123,E1-1,《台糖》 二號砂糖 (1kg/包),36,504,台糖,9,28,2,糖,素食,1000,123_E1-1《台糖》 二號砂糖 (1kg/包)_36_504_糖
124,E1-2,《台糖》 貳號砂糖 (500g/包),23,633.6,台糖,22,14.4,2,糖,素食,500,124_E1-2《台糖》 貳號砂糖 (500g/包)_23_633.6_糖
125,F1-1,《台鹽》健康減鈉鹽(300g/罐),55,567,台鹽,9,9,7,鹽,素食,300,125_F1-1《台鹽》健康減鈉鹽(300g/罐)_55_567_鹽
126,F1-2,《台鹽》天然超鮮鹽(300g/罐),49,567,台鹽,9,9,7,鹽,素食,300,126_F1-2《台鹽》天然超鮮鹽(300g/罐)_49_567_鹽
127,F1-3,《台鹽》台灣精緻海鹽(300g/罐),49,567,台鹽,9,9,7,鹽,素食,300,127_F1-3《台鹽》台灣精緻海鹽(300g/罐)_49_567_鹽
128,F1-4,《台鹽》健康美味鹽(300g/罐),55,972,台鹽,9,9,12,鹽,素食,300,128_F1-4《台鹽》健康美味鹽(300g/罐)_55_972_鹽
129,F1-5,《台鹽》原味料理鹽(500g/包),55,528,台鹽,11,3,16,鹽,素食,500,129_F1-5《台鹽》原味料理鹽(500g/包)_55_528_鹽
130,F1-6,《台鹽》台灣的鹽(600g/包),27,648,台鹽,12,3,18,鹽,素食,600,130_F1-6《台鹽》台灣的鹽(600g/包)_27_648_鹽
131,F1-7,《台鹽》醃漬天然海鹽(600g/包),45,648,台鹽,3,12,18,鹽,素食,600,131_F1-7《台鹽》醃漬天然海鹽(600g/包)_45_648_鹽
132,F1-8,《台鹽》特級精鹽(1000g/包),19,884,台鹽,13,4,17,鹽,素食,1000,132_F1-8《台鹽》特級精鹽(1000g/包)_19_884_鹽
133,F1-9,《台鹽》高級精鹽(1000g),14,884,台鹽,13,4,17,鹽,素食,1000,133_F1-9《台鹽》高級精鹽(1000g)_14_884_鹽
134,F1-10,《台鹽》健康美味鹽(600g/罐),82,567,台鹽,9,9,7,鹽,素食,600,134_F1-10《台鹽》健康美味鹽(600g/罐)_82_567_鹽
135,F1-11,《台鹽》健康減鈉鹽(600g/ 罐),81,972,台鹽,9,9,12,鹽,素食,600,135_F1-11《台鹽》健康減鈉鹽(600g/ 罐)_81_972_鹽
136,F1-12,《天廚》喜馬拉雅山岩鹽細粒(400g/罐),89,608,天廚,8,8,9.5,鹽,素食,400,136_F1-12《天廚》喜馬拉雅山岩鹽細粒(400g/罐)_89_608_鹽
137,F1-13,《天廚》紐西蘭細精鹽(400g/罐),59,608,天廚,8,8,9.5,鹽,素食,400,137_F1-13《天廚》紐西蘭細精鹽(400g/罐)_59_608_鹽
138,F1-14,《天廚》紐西蘭有機天然海鹽(300g),66,608,天廚,8,8,9.5,鹽,素食,300,138_F1-14《天廚》紐西蘭有機天然海鹽(300g)_66_608_鹽
139,F1-15,《Taiwan Yes》深滋味鹽(300g/罐),65,607.5,Taiwan Yes,9,9,7.5,鹽,素食,300,139_F1-15《Taiwan Yes》深滋味鹽(300g/罐)_65_607.5_鹽
140,F1-16,《AJIYO》高級岩鹽(600g/包),26,663,AJIYO,17,13,3,鹽,素食,600,140_F1-16《AJIYO》高級岩鹽(600g/包)_26_663_鹽
141,F1-17,《AJIYO》美味岩鹽(500g/袋),79,780,AJIYO,12,5,13,鹽,素食,500,141_F1-17《AJIYO》美味岩鹽(500g/袋)_79_780_鹽
142,F1-18,《紐西蘭》日曬海鹽-加碘(350g/罐),79,576,紐西蘭,8,8,9,鹽,素食,350,142_F1-18《紐西蘭》日曬海鹽-加碘(350g/罐)_79_576_鹽
143,F1-19,《統一生機》天然海鹽(300g/罐),55,607.5,統一生機,9,9,7.5,鹽,素食,300,143_F1-19《統一生機》天然海鹽(300g/罐)_55_607.5_鹽
144,F1-20,《家輝》喜馬拉雅山有機岩鹽(100g/罐),57,182.25,家輝,4.5,4.5,9,鹽,素食,100,144_F1-20《家輝》喜馬拉雅山有機岩鹽(100g/罐)_57_182.25_鹽
145,G1-1,《日正》台灣媽祖調和米粉(300g),30,2464,日正,16,7,22,冬粉與炊粉,素食,300,145_G1-1《日正》台灣媽祖調和米粉(300g)_30_2464_冬粉與炊粉
146,G1-2,《日正》台灣麵攤粉絲(110g),22,1120,日正,14,5,16,冬粉與炊粉,素食,110,146_G1-2《日正》台灣麵攤粉絲(110g)_22_1120_冬粉與炊粉
147,G1-3,《日正》新竹調和米粉(260g),39,3150,日正,18,7,25,冬粉與炊粉,素食,260,147_G1-3《日正》新竹調和米粉(260g)_39_3150_冬粉與炊粉
148,G1-4,《虎牌》炊粉(350g),35,2898,虎牌,18,7,23,冬粉與炊粉,素食,350,148_G1-4《虎牌》炊粉(350g)_35_2898_冬粉與炊粉
149,G1-5,《金大》佛祖牌新竹調和米粉(200g),39,1176,金大,14,4,21,冬粉與炊粉,素食,200,149_G1-5《金大》佛祖牌新竹調和米粉(200g)_39_1176_冬粉與炊粉
150,G1-6,《揚茂》勝茂媽祖新竹炊粉(270g),28,1840,揚茂,16,5,23,冬粉與炊粉,素食,270,150_G1-6《揚茂》勝茂媽祖新竹炊粉(270g)_28_1840_冬粉與炊粉
151,G1-7,《新吉發》炊粉(600g),49,4480,新吉發,20,8,28,冬粉與炊粉,素食,600,151_G1-7《新吉發》炊粉(600g)_49_4480_冬粉與炊粉
152,G1-8,《福牌》粉絲(420g),48,2100,福牌,12,7,25,冬粉與炊粉,素食,420,152_G1-8《福牌》粉絲(420g)_48_2100_冬粉與炊粉
153,G1-9,《福牌》寬粉(320g),50,2100,福牌,12,7,25,冬粉與炊粉,素食,320,153_G1-9《福牌》寬粉(320g)_50_2100_冬粉與炊粉
154,G1-10,《龍口》冬粉(105g),23,1190,龍口,14,5,17,冬粉與炊粉,素食,105,154_G1-10《龍口》冬粉(105g)_23_1190_冬粉與炊粉
155,G1-11,《龍口》炊粉(250g),25,3105,龍口,15,9,23,冬粉與炊粉,素食,250,155_G1-11《龍口》炊粉(250g)_25_3105_冬粉與炊粉
156,G1-12,《龍口》粉絲(200g),75,1540,龍口,14,5,22,冬粉與炊粉,素食,200,156_G1-12《龍口》粉絲(200g)_75_1540_冬粉與炊粉
157,G1-13,《龍口》新竹炊粉(200g),21,2000,龍口,16,5,25,冬粉與炊粉,素食,200,157_G1-13《龍口》新竹炊粉(200g)_21_2000_冬粉與炊粉
158,G1-14,《龍口》新竹炊粉(400g),59,3240,龍口,15,8,27,冬粉與炊粉,素食,400,158_G1-14《龍口》新竹炊粉(400g)_59_3240_冬粉與炊粉
159,G2-1,《正逢》在家吃麵-拉麵(200g/包),15,215.25,正逢,10.5,1,20.5,麵條,素食,200,159_G2-1《正逢》在家吃麵-拉麵(200g/包)_15_215.25_麵條
160,G2-2,《正逢》在家吃麵-細麵(200g/包),15,215.25,正逢,10.5,1,20.5,麵條,素食,200,160_G2-2《正逢》在家吃麵-細麵(200g/包)_15_215.25_麵條
161,G2-3,《正逢》在家吃麵-油麵(200g/包),15,215.25,正逢,10.5,1,20.5,麵條,素食,200,161_G2-3《正逢》在家吃麵-油麵(200g/包)_15_215.25_麵條
162,G2-4,《正逢》在家吃麵-壽麵線(200g/包),15,215.25,正逢,10.5,1,20.5,麵條,素食,200,162_G2-4《正逢》在家吃麵-壽麵線(200g/包)_15_215.25_麵條
163,G2-5,《正逢》在家吃麵北方細麵(300g/包),22,399,正逢,9.5,2,21,麵條,素食,300,163_G2-5《正逢》在家吃麵北方細麵(300g/包)_22_399_麵條
164,G2-6,《正逢》在家吃麵北京拉麵(300g/包),22,399,正逢,9.5,2,21,麵條,素食,300,164_G2-6《正逢》在家吃麵北京拉麵(300g/包)_22_399_麵條
165,G2-7,《五木》麵大師-和風麵條(300g/包),25,400,五木,10,2,20,麵條,素食,300,165_G2-7《五木》麵大師-和風麵條(300g/包)_25_400_麵條
166,G2-8,《五木》麵大師-蘭州拉麵(300g/包),21,400,五木,10,2,20,麵條,素食,300,166_G2-8《五木》麵大師-蘭州拉麵(300g/包)_21_400_麵條
167,G2-9,《五木》烏龍麵(300g/包),25,440,五木,22,10,2,麵條,素食,300,167_G2-9《五木》烏龍麵(300g/包)_25_440_麵條
168,G2-10,《五木》營養麵條(300g),25,440,五木,22,10,2,麵條,素食,300,168_G2-10《五木》營養麵條(300g)_25_440_麵條
169,G2-11,《五木》關東麵(375g/包),35,440,五木,22,10,2,麵條,素食,375,169_G2-11《五木》關東麵(375g/包)_35_440_麵條
170,G2-12,《五木》細關東麵(375公克/包),36,440,五木,22,10,2,麵條,素食,375,170_G2-12《五木》細關東麵(375公克/包)_36_440_麵條
171,G2-13,《龍口》台灣油麵(350g/包),32,440,龍口,10,2,22,麵條,素食,350,171_G2-13《龍口》台灣油麵(350g/包)_32_440_麵條
172,G2-14,《統一》好勁道-月見雞蛋風味麵(300g/包),23,440,統一,22,10,2,麵條,素食,300,172_G2-14《統一》好勁道-月見雞蛋風味麵(300g/包)_23_440_麵條
173,G2-15,《統一》好勁道-家常麵條(300g/包),23,440,統一,22,10,2,麵條,素食,300,173_G2-15《統一》好勁道-家常麵條(300g/包)_23_440_麵條
174,G2-16,《統一》好勁道-寬版大麵(300g/包),23,440,統一,22,10,2,麵條,素食,300,174_G2-16《統一》好勁道-寬版大麵(300g/包)_23_440_麵條
175,G2-17,《統一》好勁道-千羽拉麵(320g/包),32,440,統一,10,2,22,麵條,素食,320,175_G2-17《統一》好勁道-千羽拉麵(320g/包)_32_440_麵條
176,G2-18,《日本》讚歧烏龍麵(300g/包),89,594,日本,9,3,22,麵條,素食,300,176_G2-18《日本》讚歧烏龍麵(300g/包)_89_594_麵條
177,G2-19,《日本》讚歧特別工法薄切烏龍麵(220g/包),139,621,日本,9,3,23,麵條,素食,220,177_G2-19《日本》讚歧特別工法薄切烏龍麵(220g/包)_139_621_麵條
178,H1-1,《3點1刻》日月潭奶茶(20g*15包/袋),139,4155.3,3點1刻,24.3,6,28.5,沖泡飲,素食,300,178_H1-1《3點1刻》日月潭奶茶(20g*15包/袋)_139_4155.3_沖泡飲
179,H1-2,《3點1刻》沖繩黑糖奶茶(20g*15包/袋),123,4155.3,3點1刻,24.3,6,28.5,沖泡飲,素食,300,179_H1-2《3點1刻》沖繩黑糖奶茶(20g*15包/袋)_123_4155.3_沖泡飲
180,H1-3,《3點1刻》經典伯爵奶茶(20gx15包/袋),109,4155.3,3點1刻,24.3,6,28.5,沖泡飲,素食,300,180_H1-3《3點1刻》經典伯爵奶茶(20gx15包/袋)_109_4155.3_沖泡飲
181,H1-4,《3點1刻》經典玫瑰花果奶茶(20gx15包/袋),123,4155.3,3點1刻,24.3,6,28.5,沖泡飲,素食,300,181_H1-4《3點1刻》經典玫瑰花果奶茶(20gx15包/袋)_123_4155.3_沖泡飲
182,H1-5,《3點1刻》經典炭燒奶茶(20gx15包/袋),139,4155.3,3點1刻,24.3,6,28.5,沖泡飲,素食,300,182_H1-5《3點1刻》經典炭燒奶茶(20gx15包/袋)_139_4155.3_沖泡飲
183,H1-6,《3點1刻》經典原味奶茶(20gx15包/袋),107,4155.3,3點1刻,24.3,6,28.5,沖泡飲,素食,300,183_H1-6《3點1刻》經典原味奶茶(20gx15包/袋)_107_4155.3_沖泡飲
184,H1-7,《T世家》原味抹茶拿鐵(18g*18入),169,3960,T世家,24,5,33,沖泡飲,素食,324,184_H1-7《T世家》原味抹茶拿鐵(18g*18入)_169_3960_沖泡飲
185,H1-8,《T世家》黑糖抹茶拿鐵(18g*18入),78,3960,T世家,24,5,33,沖泡飲,素食,324,185_H1-8《T世家》黑糖抹茶拿鐵(18g*18入)_78_3960_沖泡飲
186,H1-9,《T世家》玄米抹茶拿鐵(18g*18入),169,3960,T世家,24,5,33,沖泡飲,素食,324,186_H1-9《T世家》玄米抹茶拿鐵(18g*18入)_169_3960_沖泡飲
187,H1-10,《立頓》奶茶粉東方焙香烏龍量販包(19gx18入/包),129,3565,立頓,23,5,31,沖泡飲,素食,342,187_H1-10《立頓》奶茶粉東方焙香烏龍量販包(19gx18入/包)_129_3565_沖泡飲
188,H1-11,《立頓》奶茶粉英式經典袋裝(17.5gx18入/包),135,3565,立頓,23,5,31,沖泡飲,素食,315,188_H1-11《立頓》奶茶粉英式經典袋裝(17.5gx18入/包)_135_3565_沖泡飲
189,H1-12,《立頓》奶茶粉原味量販包(20gX24入/包),130,3565,立頓,23,5,31,沖泡飲,素食,480,189_H1-12《立頓》奶茶粉原味量販包(20gX24入/包)_130_3565_沖泡飲
190,H1-13,《立頓》奶茶粉原味罐裝(450g),115,1173.25,立頓,9.5,13,9.5,沖泡飲,素食,450,190_H1-13《立頓》奶茶粉原味罐裝(450g)_115_1173.25_沖泡飲
191,H1-14,《立頓》奶茶粉港式鴛鴦咖啡奶茶量販包(18.5g*16),135,3565,立頓,23,5,31,沖泡飲,素食,296,191_H1-14《立頓》奶茶粉港式鴛鴦咖啡奶茶量販包(18.5g*16)_135_3565_沖泡飲
192,H1-15,《伯朗》3合1奶茶(15g*30包),99,3680,伯朗,23,5,32,沖泡飲,素食,450,192_H1-15《伯朗》3合1奶茶(15g*30包)_99_3680_沖泡飲
