序,產品代號,品名,單價,體積,廠牌,長,寬,高,種類,葷素,重量(g),"輸入格式(序,產品代碼+品名,單價,體積,種類)"
1,A1-1,《台糖》沙拉油(600ml/瓶),43,1176,台糖,7,7,24,油,素食,596,1_A1-1《台糖》沙拉油(600ml/瓶)_43_1176_油
2,A1-2,《台糖》葵花油(1000ml/瓶),99,1664,台糖,8,8,26,油,素食,1432,2_A1-2《台糖》葵花油(1000ml/瓶)_99_1664_油
3,A1-3,《泰山 》特級好理健康調和油(600ml),50,904.75,泰山,7,5.5,23.5,油,素食,596,3_A1-3《泰山 》特級好理健康調和油(600ml)_50_904.75_油
4,A1-4,《泰山 》健康好理由葵花油(1200ml),189,1785,泰山,10,7,25.5,油,素食,1616,4_A1-4《泰山 》健康好理由葵花油(1200ml)_189_1785_油
5,A1-5,《統一》綺麗健康油(652ml/瓶),199,881.25,統一,7.5,5,23.5,油,素食,600,5_A1-5《統一》綺麗健康油(652ml/瓶)_199_881.25_油
6,A1-6,《統一》大豆沙拉油(760ml/瓶),77,1147.5,統一,7.5,6,25.5,油,素食,760,6_A1-6《統一》大豆沙拉油(760ml/瓶)_77_1147.5_油
7,A1-7,《福壽》沙拉油(500ml),59,1176,福壽,7,7,24,油,素食,500,7_A1-7《福壽》沙拉油(500ml)_59_1176_油
8,A1-8,《維義》橄欖油(500ml),219,954,維義,6,6,26.5,油,素食,500,8_A1-8《維義》橄欖油(500ml)_219_954_油
9,A1-9,《維義》橄欖油(1000ml),139,1728,維義,8,8,27,油,素食,1432,9_A1-9《維義》橄欖油(1000ml)_139_1728_油
10,B1-1,《中興》鴨禾米(1.5kg/包),135,1530,中興,15,17,6,米,素食,1500,10_B1-1《中興》鴨禾米(1.5kg/包)_135_1530_米
11,B1-2,《中興》越之米(1.5kg/包),135,1530,中興,15,17,6,米,素食,1500,11_B1-2《中興》越之米(1.5kg/包)_135_1530_米
16,B1-7,《中興》皇家榖堡米(3kg/包),165,2904,中興,33,22,4,米,素食,3000,16_B1-7《中興》皇家榖堡米(3kg/包)_165_2904_米
17,B1-8,《天生好米》天生好米(1.5kg/包),99,1458,天生好米,18,3,27,米,素食,1500,17_B1-8《天生好米》天生好米(1.5kg/包)_99_1458_米
18,B1-9,《天生好米》鮮活白米(1.5kg/包),129,1458,天生好米,18,3,27,米,素食,1500,18_B1-9《天生好米》鮮活白米(1.5kg/包)_129_1458_米
19,B1-10,《天生好米》月之壽司米(1.8kg/包),99,1596,天生好米,19,3,28,米,素食,1800,19_B1-10《天生好米》月之壽司米(1.8kg/包)_99_1596_米
20,B1-11,《天生好米》月之好米(1.8kg/包),99,1596,天生好米,19,3,28,米,素食,1800,20_B1-11《天生好米》月之好米(1.8kg/包)_99_1596_米
21,B1-12,《天生好米》東部米產(2.4kg/包),149,2520,天生好米,21,4,30,米,素食,2400,21_B1-12《天生好米》東部米產(2.4kg/包)_149_2520_米
22,B1-13,《天生好米》花東之米(2.4kg/包),149,2520,天生好米,21,4,30,米,素食,2400,22_B1-13《天生好米》花東之米(2.4kg/包)_149_2520_米
23,B1-14,《天生好米》富里米(2.4kg/包),149,2520,天生好米,21,4,30,米,素食,2400,23_B1-14《天生好米》富里米(2.4kg/包)_149_2520_米
24,B1-15,《天生好米》壽司米(3kg/包),179,2277,天生好米,23,3,33,米,素食,3000,24_B1-15《天生好米》壽司米(3kg/包)_179_2277_米
25,B1-16,《天生好米》好食的味(3kg/包),169,2277,天生好米,23,3,33,米,素食,3000,25_B1-16《天生好米》好食的味(3kg/包)_169_2277_米
26,B1-17,《天生好米》月之米(3kg/包),184,2277,天生好米,23,3,33,米,素食,3000,26_B1-17《天生好米》月之米(3kg/包)_184_2277_米
27,B1-18,《天生好米》富里5號米(3kg/包),155,2277,天生好米,23,3,33,米,素食,3000,27_B1-18《天生好米》富里5號米(3kg/包)_155_2277_米
29,B1-20,《三好》春耕美白米(1.5kg/包),84,1620,三好,30,3,18,米,素食,1500,29_B1-20《三好》春耕美白米(1.5kg/包)_84_1620_米
30,B1-21,《三好》夏耘鮮白米(1.5kg/包),84,1620,三好,30,3,18,米,素食,1500,30_B1-21《三好》夏耘鮮白米(1.5kg/包)_84_1620_米
31,B1-22,《三好》三好米(2kg),119,1890,三好,15,6,21,米,素食,2000,31_B1-22《三好》三好米(2kg)_119_1890_米
33,B1-24,《三好》素晴米(2.5kg/包),169,2816,三好,22,4,32,米,素食,2500,33_B1-24《三好》素晴米(2.5kg/包)_169_2816_米
34,B1-25,《三好》旨米(2.5kg/包),199,2816,三好,22,4,32,米,素食,2500,34_B1-25《三好》旨米(2.5kg/包)_199_2816_米
37,B1-28,《三好》台灣特級米(3kg/包),169,2904,三好,22,4,33,米,素食,3000,37_B1-28《三好》台灣特級米(3kg/包)_169_2904_米
38,B1-29,《三好》長秈壽司米(3kg/包),145,2904,三好,22,4,33,米,素食,3000,38_B1-29《三好》長秈壽司米(3kg/包)_145_2904_米
39,B1-30,《三好》在地好米(3kg/包),189,2904,三好,22,4,33,米,素食,3000,39_B1-30《三好》在地好米(3kg/包)_189_2904_米
40,B1-31,《三好》台梗九號米(3kg/包),205,2904,三好,33,22,4,米,素食,3000,40_B1-31《三好》台梗九號米(3kg/包)_205_2904_米
41,B1-32,《三好》台灣壽司米(3kg/包),159,2904,三好,33,22,4,米,素食,3000,41_B1-32《三好》台灣壽司米(3kg/包)_159_2904_米
42,B1-33,《三好》天然好米(3kg/包),169,2904,三好,33,22,4,米,素食,3000,42_B1-33《三好》天然好米(3kg/包)_169_2904_米
43,B1-34,《三好》壽司米(3kg/包),145,2904,三好,33,22,4,米,素食,1500,43_B1-34《三好》壽司米(3kg/包)_145_2904_米
44,B1-35,《皇家榖堡》榖堡台東米(1.5kg/包),129,2070,皇家榖堡,23,3,30,米,素食,2400,44_B1-35《皇家榖堡》榖堡台東米(1.5kg/包)_129_2070_米
45,B1-36,《皇家榖堡》東鄉正東好米(2.4kg/包),149,2079,皇家榖堡,21,3,33,米,素食,2400,45_B1-36《皇家榖堡》東鄉正東好米(2.4kg/包)_149_2079_米
46,B1-37,《皇家榖堡》東鄉縱谷米(2.4kg/包),149,2079,皇家榖堡,21,3,33,米,素食,2400,46_B1-37《皇家榖堡》東鄉縱谷米(2.4kg/包)_149_2079_米
47,B1-38,《皇家榖堡》貴族精米(2.7kg/包 CNS三等米),329,2772,皇家榖堡,21,4,33,米,素食,2700,47_B1-38《皇家榖堡》貴族精米(2.7kg/包 CNS三等米)_329_2772_米
48,B1-39,《富豐》香米(1.8kg/包),159,1566,富豐,18,3,29,米,素食,1800,48_B1-39《富豐》香米(1.8kg/包)_159_1566_米
49,B1-40,《銀川》有機白米(1.5kg/包),219,1900,銀川,19,4,25,米,素食,1500,49_B1-40《銀川》有機白米(1.5kg/包)_219_1900_米
50,B1-41,《巧婦》新鮮米(3kg/包),169,2772,巧婦,21,4,33,米,素食,3000,50_B1-41《巧婦》新鮮米(3kg/包)_169_2772_米
51,B1-42,《巧婦》長鮮米(3kg/包),189,2772,巧婦,21,4,33,米,素食,3000,51_B1-42《巧婦》長鮮米(3kg/包)_189_2772_米
