序,產品代號,品名,單價,體積,廠牌,長,寬,高,種類,葷素,重量(g),"輸入格式(序,產品代碼+品名,單價,體積,種類)"
141,F1-17,《AJIYO》美味岩鹽(500g/袋),79,780.00 ,AJIYO,12.0 ,5.0 ,13.0 ,鹽,素食,500,141_F1-17《AJIYO》美味岩鹽(500g/袋)_79_780_鹽
142,F1-18,《紐西蘭》日曬海鹽-加碘(350g/罐),79,576.00 ,紐西蘭,8.0 ,8.0 ,9.0 ,鹽,素食,350,142_F1-18《紐西蘭》日曬海鹽-加碘(350g/罐)_79_576_鹽
143,F1-19,《統一生機》天然海鹽(300g/罐),55,607.50 ,統一生機,9.0 ,9.0 ,7.5 ,鹽,素食,300,143_F1-19《統一生機》天然海鹽(300g/罐)_55_607.5_鹽
144,F1-20,《家輝》喜馬拉雅山有機岩鹽(100g/罐),57,182.25 ,家輝,4.5 ,4.5 ,9.0 ,鹽,素食,100,144_F1-20《家輝》喜馬拉雅山有機岩鹽(100g/罐)_57_182.25_鹽
145,G1-1,《日正》台灣媽祖調和米粉(300g),30,2464.00 ,日正,16.0 ,7.0 ,22.0 ,冬粉與炊粉,素食,300,145_G1-1《日正》台灣媽祖調和米粉(300g)_30_2464_冬粉與炊粉
146,G1-2,《日正》台灣麵攤粉絲(110g),22,1120.00 ,日正,14.0 ,5.0 ,16.0 ,冬粉與炊粉,素食,110,146_G1-2《日正》台灣麵攤粉絲(110g)_22_1120_冬粉與炊粉
147,G1-3,《日正》新竹調和米粉(260g),39,3150.00 ,日正,18.0 ,7.0 ,25.0 ,冬粉與炊粉,素食,260,147_G1-3《日正》新竹調和米粉(260g)_39_3150_冬粉與炊粉
148,G1-4,《虎牌》炊粉(350g),35,2898.00 ,虎牌,18.0 ,7.0 ,23.0 ,冬粉與炊粉,素食,350,148_G1-4《虎牌》炊粉(350g)_35_2898_冬粉與炊粉
149,G1-5,《金大》佛祖牌新竹調和米粉(200g),39,1176.00 ,金大,14.0 ,4.0 ,21.0 ,冬粉與炊粉,素食,200,149_G1-5《金大》佛祖牌新竹調和米粉(200g)_39_1176_冬粉與炊粉
150,G1-6,《揚茂》勝茂媽祖新竹炊粉(270g),28,1840.00 ,揚茂,16.0 ,5.0 ,23.0 ,冬粉與炊粉,素食,270,150_G1-6《揚茂》勝茂媽祖新竹炊粉(270g)_28_1840_冬粉與炊粉
151,G1-7,《新吉發》炊粉(600g),49,4480.00 ,新吉發,20.0 ,8.0 ,28.0 ,冬粉與炊粉,素食,600,151_G1-7《新吉發》炊粉(600g)_49_4480_冬粉與炊粉
152,G1-8,《福牌》粉絲(420g),48,2100.00 ,福牌,12.0 ,7.0 ,25.0 ,冬粉與炊粉,素食,420,152_G1-8《福牌》粉絲(420g)_48_2100_冬粉與炊粉
153,G1-9,《福牌》寬粉(320g),50,2100.00 ,福牌,12.0 ,7.0 ,25.0 ,冬粉與炊粉,素食,320,153_G1-9《福牌》寬粉(320g)_50_2100_冬粉與炊粉
154,G1-10,《龍口》冬粉(105g),23,1190.00 ,龍口,14.0 ,5.0 ,17.0 ,冬粉與炊粉,素食,105,154_G1-10《龍口》冬粉(105g)_23_1190_冬粉與炊粉
155,G1-11,《龍口》炊粉(250g),25,3105.00 ,龍口,15.0 ,9.0 ,23.0 ,冬粉與炊粉,素食,250,155_G1-11《龍口》炊粉(250g)_25_3105_冬粉與炊粉
156,G1-12,《龍口》粉絲(200g),75,1540.00 ,龍口,14.0 ,5.0 ,22.0 ,冬粉與炊粉,素食,200,156_G1-12《龍口》粉絲(200g)_75_1540_冬粉與炊粉
157,G1-13,《龍口》新竹炊粉(200g),21,2000.00 ,龍口,16.0 ,5.0 ,25.0 ,冬粉與炊粉,素食,200,157_G1-13《龍口》新竹炊粉(200g)_21_2000_冬粉與炊粉
158,G1-14,《龍口》新竹炊粉(400g),59,3240.00 ,龍口,15.0 ,8.0 ,27.0 ,冬粉與炊粉,素食,400,158_G1-14《龍口》新竹炊粉(400g)_59_3240_冬粉與炊粉
159,G2-1,《正逢》在家吃麵-拉麵(200g/包),15,215.25 ,正逢,10.5 ,1.0 ,20.5 ,麵條,素食,200,159_G2-1《正逢》在家吃麵-拉麵(200g/包)_15_215.25_麵條
160,G2-2,《正逢》在家吃麵-細麵(200g/包),15,215.25 ,正逢,10.5 ,1.0 ,20.5 ,麵條,素食,200,160_G2-2《正逢》在家吃麵-細麵(200g/包)_15_215.25_麵條
161,G2-3,《正逢》在家吃麵-油麵(200g/包),15,215.25 ,正逢,10.5 ,1.0 ,20.5 ,麵條,素食,200,161_G2-3《正逢》在家吃麵-油麵(200g/包)_15_215.25_麵條
162,G2-4,《正逢》在家吃麵-壽麵線(200g/包),15,215.25 ,正逢,10.5 ,1.0 ,20.5 ,麵條,素食,200,162_G2-4《正逢》在家吃麵-壽麵線(200g/包)_15_215.25_麵條
163,G2-5,《正逢》在家吃麵北方細麵(300g/包),22,399.00 ,正逢,9.5 ,2.0 ,21.0 ,麵條,素食,300,163_G2-5《正逢》在家吃麵北方細麵(300g/包)_22_399_麵條
164,G2-6,《正逢》在家吃麵北京拉麵(300g/包),22,399.00 ,正逢,9.5 ,2.0 ,21.0 ,麵條,素食,300,164_G2-6《正逢》在家吃麵北京拉麵(300g/包)_22_399_麵條
165,G2-7,《五木》麵大師-和風麵條(300g/包),25,400.00 ,五木,10.0 ,2.0 ,20.0 ,麵條,素食,300,165_G2-7《五木》麵大師-和風麵條(300g/包)_25_400_麵條
166,G2-8,《五木》麵大師-蘭州拉麵(300g/包),21,400.00 ,五木,10.0 ,2.0 ,20.0 ,麵條,素食,300,166_G2-8《五木》麵大師-蘭州拉麵(300g/包)_21_400_麵條
167,G2-9,《五木》烏龍麵(300g/包),25,440.00 ,五木,22.0 ,10.0 ,2.0 ,麵條,素食,300,167_G2-9《五木》烏龍麵(300g/包)_25_440_麵條
168,G2-10,《五木》營養麵條(300g),25,440.00 ,五木,22.0 ,10.0 ,2.0 ,麵條,素食,300,168_G2-10《五木》營養麵條(300g)_25_440_麵條
169,G2-11,《五木》關東麵(375g/包),35,440.00 ,五木,22.0 ,10.0 ,2.0 ,麵條,素食,375,169_G2-11《五木》關東麵(375g/包)_35_440_麵條
170,G2-12,《五木》細關東麵(375公克/包),36,440.00 ,五木,22.0 ,10.0 ,2.0 ,麵條,素食,375,170_G2-12《五木》細關東麵(375公克/包)_36_440_麵條
171,G2-13,《龍口》台灣油麵(350g/包),32,440.00 ,龍口,10.0 ,2.0 ,22.0 ,麵條,素食,350,171_G2-13《龍口》台灣油麵(350g/包)_32_440_麵條
172,G2-14,《統一》好勁道-月見雞蛋風味麵(300g/包),23,440.00 ,統一,22.0 ,10.0 ,2.0 ,麵條,素食,300,172_G2-14《統一》好勁道-月見雞蛋風味麵(300g/包)_23_440_麵條
173,G2-15,《統一》好勁道-家常麵條(300g/包),23,440.00 ,統一,22.0 ,10.0 ,2.0 ,麵條,素食,300,173_G2-15《統一》好勁道-家常麵條(300g/包)_23_440_麵條
174,G2-16,《統一》好勁道-寬版大麵(300g/包),23,440.00 ,統一,22.0 ,10.0 ,2.0 ,麵條,素食,300,174_G2-16《統一》好勁道-寬版大麵(300g/包)_23_440_麵條
175,G2-17,《統一》好勁道-千羽拉麵(320g/包),32,440.00 ,統一,10.0 ,2.0 ,22.0 ,麵條,素食,320,175_G2-17《統一》好勁道-千羽拉麵(320g/包)_32_440_麵條
176,G2-18,《日本》讚歧烏龍麵(300g/包),89,594.00 ,日本,9.0 ,3.0 ,22.0 ,麵條,素食,300,176_G2-18《日本》讚歧烏龍麵(300g/包)_89_594_麵條
177,G2-19,《日本》讚歧特別工法薄切烏龍麵(220g/包),139,621.00 ,日本,9.0 ,3.0 ,23.0 ,麵條,素食,220,177_G2-19《日本》讚歧特別工法薄切烏龍麵(220g/包)_139_621_麵條
178,H1-1,《3點1刻》日月潭奶茶(20g*15包/袋),139 ,4155.30 ,3點1刻,24.3 ,6.0 ,28.5 ,沖泡飲,素食,300,178_H1-1《3點1刻》日月潭奶茶(20g*15包/袋)_139_4155.3_沖泡飲
179,H1-2,《3點1刻》沖繩黑糖奶茶(20g*15包/袋),123 ,4155.30 ,3點1刻,24.3 ,6.0 ,28.5 ,沖泡飲,素食,300,179_H1-2《3點1刻》沖繩黑糖奶茶(20g*15包/袋)_123_4155.3_沖泡飲
180,H1-3,《3點1刻》經典伯爵奶茶(20gx15包/袋),109 ,4155.30 ,3點1刻,24.3 ,6.0 ,28.5 ,沖泡飲,素食,300,180_H1-3《3點1刻》經典伯爵奶茶(20gx15包/袋)_109_4155.3_沖泡飲
181,H1-4,《3點1刻》經典玫瑰花果奶茶(20gx15包/袋),123 ,4155.30 ,3點1刻,24.3 ,6.0 ,28.5 ,沖泡飲,素食,300,181_H1-4《3點1刻》經典玫瑰花果奶茶(20gx15包/袋)_123_4155.3_沖泡飲
182,H1-5,《3點1刻》經典炭燒奶茶(20gx15包/袋),139 ,4155.30 ,3點1刻,24.3 ,6.0 ,28.5 ,沖泡飲,素食,300,182_H1-5《3點1刻》經典炭燒奶茶(20gx15包/袋)_139_4155.3_沖泡飲
183,H1-6,《3點1刻》經典原味奶茶(20gx15包/袋),107 ,4155.30 ,3點1刻,24.3 ,6.0 ,28.5 ,沖泡飲,素食,300,183_H1-6《3點1刻》經典原味奶茶(20gx15包/袋)_107_4155.3_沖泡飲
184,H1-7,《T世家》原味抹茶拿鐵(18g*18入),169 ,3960.00 ,T世家,24.0 ,5.0 ,33.0 ,沖泡飲,素食,324,184_H1-7《T世家》原味抹茶拿鐵(18g*18入)_169_3960_沖泡飲
185,H1-8,《T世家》黑糖抹茶拿鐵(18g*18入),78 ,3960.00 ,T世家,24.0 ,5.0 ,33.0 ,沖泡飲,素食,324,185_H1-8《T世家》黑糖抹茶拿鐵(18g*18入)_78_3960_沖泡飲
186,H1-9,《T世家》玄米抹茶拿鐵(18g*18入),169 ,3960.00 ,T世家,24.0 ,5.0 ,33.0 ,沖泡飲,素食,324,186_H1-9《T世家》玄米抹茶拿鐵(18g*18入)_169_3960_沖泡飲
187,H1-10,《立頓》奶茶粉東方焙香烏龍量販包(19gx18入/包),129 ,3565.00 ,立頓,23.0 ,5.0 ,31.0 ,沖泡飲,素食,342,187_H1-10《立頓》奶茶粉東方焙香烏龍量販包(19gx18入/包)_129_3565_沖泡飲
188,H1-11,《立頓》奶茶粉英式經典袋裝(17.5gx18入/包),135 ,3565.00 ,立頓,23.0 ,5.0 ,31.0 ,沖泡飲,素食,315,188_H1-11《立頓》奶茶粉英式經典袋裝(17.5gx18入/包)_135_3565_沖泡飲
189,H1-12,《立頓》奶茶粉原味量販包(20gX24入/包),130 ,3565.00 ,立頓,23.0 ,5.0 ,31.0 ,沖泡飲,素食,480,189_H1-12《立頓》奶茶粉原味量販包(20gX24入/包)_130_3565_沖泡飲
190,H1-13,《立頓》奶茶粉原味罐裝(450g),115 ,1173.25 ,立頓,9.5 ,13.0 ,9.5 ,沖泡飲,素食,450,190_H1-13《立頓》奶茶粉原味罐裝(450g)_115_1173.25_沖泡飲
191,H1-14,《立頓》奶茶粉港式鴛鴦咖啡奶茶量販包(18.5g*16),135 ,3565.00 ,立頓,23.0 ,5.0 ,31.0 ,沖泡飲,素食,296,191_H1-14《立頓》奶茶粉港式鴛鴦咖啡奶茶量販包(18.5g*16)_135_3565_沖泡飲
192,H1-15,《伯朗》3合1奶茶(15g*30包),99 ,3680.00 ,伯朗,23.0 ,5.0 ,32.0 ,沖泡飲,素食,450,192_H1-15《伯朗》3合1奶茶(15g*30包)_99_3680_沖泡飲
193,H1-16,《伯朗》奶茶3合1(17gx45包/袋),135 ,3680.00 ,伯朗,23.0 ,5.0 ,32.0 ,沖泡飲,素食,765,193_H1-16《伯朗》奶茶3合1(17gx45包/袋)_135_3680_沖泡飲
194,H1-17,《桂格》北海道鮮奶茶(26G*12),89 ,3318.00 ,桂格,23.7 ,4.0 ,35.0 ,沖泡飲,素食,312,194_H1-17《桂格》北海道鮮奶茶(26G*12)_89_3318_沖泡飲
195,H1-18,《馬玉山》抹綠奶茶(20gx16包/袋),97 ,3630.00 ,馬玉山,24.0 ,5.5 ,27.5 ,沖泡飲,素食,320,195_H1-18《馬玉山》抹綠奶茶(20gx16包/袋)_97_3630_沖泡飲
196,H1-19,《馬玉山》炭香紅奶茶(20gx16包/袋),100 ,3630.00 ,馬玉山,24.0 ,5.5 ,27.5 ,沖泡飲,素食,320,196_H1-19《馬玉山》炭香紅奶茶(20gx16包/袋)_100_3630_沖泡飲
197,H1-20,《義美》經典英式奶茶(18g*18包/袋),110 ,3816.00 ,義美,24.0 ,5.0 ,31.8 ,沖泡飲,素食,324,197_H1-20《義美》經典英式奶茶(18g*18包/袋)_110_3816_沖泡飲
198,H1-21,《義美》經典原味奶茶(18gx18包/袋),105 ,3816.00 ,義美,24.0 ,5.0 ,31.8 ,沖泡飲,素食,324,198_H1-21《義美》經典原味奶茶(18gx18包/袋)_105_3816_沖泡飲
199,H1-22,《廣吉》台灣茶品集-日月潭奶茶(20g*12入),119 ,3795.00 ,廣吉,23.0 ,5.0 ,33.0 ,沖泡飲,素食,240,199_H1-22《廣吉》台灣茶品集-日月潭奶茶(20g*12入)_119_3795_沖泡飲
200,H1-23,《廣吉》台灣茶品集-南投凍頂烏龍奶茶(20g*12入),99 ,3795.00 ,廣吉,23.0 ,5.0 ,33.0 ,沖泡飲,素食,240,200_H1-23《廣吉》台灣茶品集-南投凍頂烏龍奶茶(20g*12入)_99_3795_沖泡飲
201,H1-24,《廣吉》法式香草奶茶,198 ,3795.00 ,廣吉,23.0 ,5.0 ,33.0 ,沖泡飲,素食,240,201_H1-24《廣吉》法式香草奶茶_198_3795_沖泡飲
202,H1-25,《廣吉》歐式奶茶,178 ,3795.00 ,廣吉,23.0 ,5.0 ,33.0 ,沖泡飲,素食,240,202_H1-25《廣吉》歐式奶茶_178_3795_沖泡飲
203,H1-26,《摩卡》現在最好奶茶(18g*24包),92 ,4048.00 ,摩卡,23.0 ,5.5 ,32.0 ,沖泡飲,素食,432,203_H1-26《摩卡》現在最好奶茶(18g*24包)_92_4048_沖泡飲
204,H1-27,《摩卡》現在最好巧克力風味奶茶(18g*22包/袋),95 ,4048.00 ,摩卡,23.0 ,5.5 ,32.0 ,沖泡飲,素食,396,204_H1-27《摩卡》現在最好巧克力風味奶茶(18g*22包/袋)_95_4048_沖泡飲
205,H1-28,《摩卡》現在最好香麥奶茶(18g*24包/袋),96 ,4048.00 ,摩卡,23.0 ,5.5 ,32.0 ,沖泡飲,素食,432,205_H1-28《摩卡》現在最好香麥奶茶(18g*24包/袋)_96_4048_沖泡飲
206,H1-29,《台糖》白五寶(30g*15包/袋),109 ,3816.00 ,台糖,24.0 ,5.0 ,31.8 ,沖泡飲,素食,450,206_H1-29《台糖》白五寶(30g*15包/袋)_109_3816_沖泡飲
207,H1-30,《台糖》有機黑寶穀粉(30g*10包/盒),143 ,3816.00 ,台糖,24.0 ,5.0 ,31.8 ,沖泡飲,素食,300,207_H1-30《台糖》有機黑寶穀粉(30g*10包/盒)_143_3816_沖泡飲
208,H1-31,《台糖》紅五寶(30g*15包/袋),109 ,3816.00 ,台糖,24.0 ,5.0 ,31.8 ,沖泡飲,素食,450,208_H1-31《台糖》紅五寶(30g*15包/袋)_109_3816_沖泡飲
209,H1-32,《台糖》黑五寶(新)(30g*15包/袋),113 ,3816.00 ,台糖,24.0 ,5.0 ,31.8 ,沖泡飲,素食,450,209_H1-32《台糖》黑五寶(新)(30g*15包/袋)_113_3816_沖泡飲
210,H1-33,《桂格》超級北海道-堅果(30G*10入/袋),111 ,3318.00 ,桂格,23.7 ,4.0 ,35.0 ,沖泡飲,素食,300,210_H1-33《桂格》超級北海道-堅果(30G*10入/袋)_111_3318_沖泡飲
211,H1-34,《桂格》超級北海道-減糖(30G*10入/袋),104 ,3318.00 ,桂格,23.7 ,4.0 ,35.0 ,沖泡飲,素食,300,211_H1-34《桂格》超級北海道-減糖(30G*10入/袋)_104_3318_沖泡飲
212,H1-35,《桂格》超級北海道-鮮奶(30G*10入/袋),99 ,3318.00 ,桂格,23.7 ,4.0 ,35.0 ,沖泡飲,素食,300,212_H1-35《桂格》超級北海道-鮮奶(30G*10入/袋)_99_3318_沖泡飲
213,H1-36,《桂格》超級無糖穀珍十六穀(28G*10/袋),95 ,3318.00 ,桂格,23.7 ,4.0 ,35.0 ,沖泡飲,素食,280,213_H1-36《桂格》超級無糖穀珍十六穀(28G*10/袋)_95_3318_沖泡飲
214,H1-37,《桂格》超級無糖穀珍玄米(28G*10入/袋),115 ,3318.00 ,桂格,23.7 ,4.0 ,35.0 ,沖泡飲,素食,280,214_H1-37《桂格》超級無糖穀珍玄米(28G*10入/袋)_115_3318_沖泡飲
215,H1-38,《桂格》黑穀珍寶穀精(32g*12包/袋),98 ,3318.00 ,桂格,23.7 ,4.0 ,35.0 ,沖泡飲,素食,384,215_H1-38《桂格》黑穀珍寶穀精(32g*12包/袋)_98_3318_沖泡飲
216,H1-39,《桂格》榖珍紫米紫山藥蓮藕(28g*12包/袋),94 ,3318.00 ,桂格,23.7 ,4.0 ,35.0 ,沖泡飲,素食,336,216_H1-39《桂格》榖珍紫米紫山藥蓮藕(28g*12包/袋)_94_3318_沖泡飲
217,H1-40,《桂格》穀珍山藥百合薏仁(28g*12包/袋),89 ,3318.00 ,桂格,23.7 ,4.0 ,35.0 ,沖泡飲,素食,336,217_H1-40《桂格》穀珍山藥百合薏仁(28g*12包/袋)_89_3318_沖泡飲
218,H1-41,《桂格》穀珍堅果多多-松子堅果(30g*12包/袋),89 ,3318.00 ,桂格,23.7 ,4.0 ,35.0 ,沖泡飲,素食,360,218_H1-41《桂格》穀珍堅果多多-松子堅果(30g*12包/袋)_89_3318_沖泡飲
219,H1-42,《桂格》穀珍堅果多多-堅果芝麻糊(30g*12包/袋),85 ,3318.00 ,桂格,23.7 ,4.0 ,35.0 ,沖泡飲,素食,360,219_H1-42《桂格》穀珍堅果多多-堅果芝麻糊(30g*12包/袋)_85_3318_沖泡飲
220,H1-43,《桂格》穀珍無糖核桃堅果(27g*12包/袋),85 ,3318.00 ,桂格,23.7 ,4.0 ,35.0 ,沖泡飲,素食,324,220_H1-43《桂格》穀珍無糖核桃堅果(27g*12包/袋)_85_3318_沖泡飲
221,H1-44,《桂格》穀珍無糖健康全穀餐(25gx12包/袋),94 ,3318.00 ,桂格,23.7 ,4.0 ,35.0 ,沖泡飲,素食,300,221_H1-44《桂格》穀珍無糖健康全穀餐(25gx12包/袋)_94_3318_沖泡飲
222,H1-45,《桂格》鮮榖王-五種健康豆(38g*10包/袋),86 ,3318.00 ,桂格,23.7 ,4.0 ,35.0 ,沖泡飲,素食,380,222_H1-45《桂格》鮮榖王-五種健康豆(38g*10包/袋)_86_3318_沖泡飲
223,H1-46,《桂格》鮮榖王-五種健康菇(26g*10包/袋),95 ,3318.00 ,桂格,23.7 ,4.0 ,35.0 ,沖泡飲,素食,260,223_H1-46《桂格》鮮榖王-五種健康菇(26g*10包/袋)_95_3318_沖泡飲
224,H1-47,《桂格》鮮榖王-莓果多(30g*10包/袋),86 ,3318.00 ,桂格,23.7 ,4.0 ,35.0 ,沖泡飲,素食,300,224_H1-47《桂格》鮮榖王-莓果多(30g*10包/袋)_86_3318_沖泡飲
225,H1-48,《馬玉山》冰糖杏仁茶(30gx14包/袋),89 ,3696.00 ,馬玉山,24.0 ,5.0 ,30.8 ,沖泡飲,素食,420,225_H1-48《馬玉山》冰糖杏仁茶(30gx14包/袋)_89_3696_沖泡飲
226,H1-49,《馬玉山》高纖山藥多穀蔬菜粥(35g×12pcs(包)),99 ,3696.00 ,馬玉山,24.0 ,5.0 ,30.8 ,沖泡飲,素食,420,226_H1-49《馬玉山》高纖山藥多穀蔬菜粥(35g×12pcs(包))_99_3696_沖泡飲
227,H1-50,《馬玉山》高纖蔬菜胚芽(35gx12包/袋),109 ,3696.00 ,馬玉山,24.0 ,5.0 ,30.8 ,沖泡飲,素食,420,227_H1-50《馬玉山》高纖蔬菜胚芽(35gx12包/袋)_109_3696_沖泡飲
228,H1-51,《馬玉山》黑豆全榖滋養餐(30gx14包/袋),99 ,3696.00 ,馬玉山,24.0 ,5.0 ,30.8 ,沖泡飲,素食,420,228_H1-51《馬玉山》黑豆全榖滋養餐(30gx14包/袋)_99_3696_沖泡飲
229,H1-52,《馬玉山》黑豆多穀養生飲(30g×14pcs(包)),99 ,3696.00 ,馬玉山,24.0 ,5.0 ,30.8 ,沖泡飲,素食,420,229_H1-52《馬玉山》黑豆多穀養生飲(30g×14pcs(包))_99_3696_沖泡飲
230,H1-53,《馬玉山》黑芝麻糊(30g*14包/袋),99 ,3696.00 ,馬玉山,24.0 ,5.0 ,30.8 ,沖泡飲,素食,390,230_H1-53《馬玉山》黑芝麻糊(30g*14包/袋)_99_3696_沖泡飲
231,H1-54,《馬玉山》榛果杏仁茶(30g*13包/袋),96 ,3696.00 ,馬玉山,24.0 ,5.0 ,30.8 ,沖泡飲,素食,420,231_H1-54《馬玉山》榛果杏仁茶(30g*13包/袋)_96_3696_沖泡飲
232,H1-55,《馬玉山》蔬菜多穀麥胚芽(35g×12pcs(包)),109 ,3696.00 ,馬玉山,24.0 ,5.0 ,30.8 ,沖泡飲,素食,420,232_H1-55《馬玉山》蔬菜多穀麥胚芽(35g×12pcs(包))_109_3696_沖泡飲
233,H1-56,《義美》冰糖杏仁茶(30g*14包/袋),119 ,3816.00 ,義美,24.0 ,5.0 ,31.8 ,沖泡飲,素食,420,233_H1-56《義美》冰糖杏仁茶(30g*14包/袋)_119_3816_沖泡飲
234,H1-57,《義美》黑芝麻糊(30g*13包/袋),109 ,3816.00 ,義美,24.0 ,5.0 ,31.8 ,沖泡飲,素食,390,234_H1-57《義美》黑芝麻糊(30g*13包/袋)_109_3816_沖泡飲
235,H1-58,《義美》榛果杏仁茶(30g*13包/袋),109 ,3816.00 ,義美,24.0 ,5.0 ,31.8 ,沖泡飲,素食,390,235_H1-58《義美》榛果杏仁茶(30g*13包/袋)_109_3816_沖泡飲
236,H1-59,《義美》燕麥薏仁漿(30g*14包/袋),110 ,3816.00 ,義美,24.0 ,5.0 ,31.8 ,沖泡飲,素食,420,236_H1-59《義美》燕麥薏仁漿(30g*14包/袋)_110_3816_沖泡飲
237,H1-60,《萬歲牌》元氣堅果飲-杏仁堅果飲(28gx12包/袋),98 ,4356.00 ,萬歲牌,24.0 ,5.5 ,33.0 ,沖泡飲,素食,336,237_H1-60《萬歲牌》元氣堅果飲-杏仁堅果飲(28gx12包/袋)_98_4356_沖泡飲
238,H1-61,《萬歲牌》元氣堅果飲-松子堅果飲(28gx12包/袋),109 ,4356.00 ,萬歲牌,24.0 ,5.5 ,33.0 ,沖泡飲,素食,336,238_H1-61《萬歲牌》元氣堅果飲-松子堅果飲(28gx12包/袋)_109_4356_沖泡飲
239,H1-62,《萬歲牌》元氣堅果飲-芝麻堅果飲(28gx12包/袋),97 ,4356.00 ,萬歲牌,24.0 ,5.5 ,33.0 ,沖泡飲,素食,336,239_H1-62《萬歲牌》元氣堅果飲-芝麻堅果飲(28gx12包/袋)_97_4356_沖泡飲
240,H1-63,《萬歲牌》元氣堅果飲-腰果堅果飲(28gx12包/袋),94 ,4356.00 ,萬歲牌,24.0 ,5.5 ,33.0 ,沖泡飲,素食,336,240_H1-63《萬歲牌》元氣堅果飲-腰果堅果飲(28gx12包/袋)_94_4356_沖泡飲
241,H1-64,《萬歲牌》燕麥堅果飲-海苔昆布燕麥(32g*10包/袋),103 ,4356.00 ,萬歲牌,24.0 ,5.5 ,33.0 ,沖泡飲,素食,320,241_H1-64《萬歲牌》燕麥堅果飲-海苔昆布燕麥(32g*10包/袋)_103_4356_沖泡飲
242,H1-65,《萬歲牌》燕麥堅果飲-堅果纖蔬燕麥(32g*10包/袋),119 ,4356.00 ,萬歲牌,24.0 ,5.5 ,33.0 ,沖泡飲,素食,320,242_H1-65《萬歲牌》燕麥堅果飲-堅果纖蔬燕麥(32g*10包/袋)_119_4356_沖泡飲
243,H1-66,《廣吉》堅果飲-南瓜子紫米(30g*10包),89 ,4174.50 ,廣吉,23.0 ,5.5 ,33.0 ,沖泡飲,素食,300,243_H1-66《廣吉》堅果飲-南瓜子紫米(30g*10包)_89_4174.5_沖泡飲
244,H1-67,《廣吉》堅果飲-夏威夷杏仁(30g*10包/袋),82 ,4174.50 ,廣吉,23.0 ,5.5 ,33.0 ,沖泡飲,素食,300,244_H1-67《廣吉》堅果飲-夏威夷杏仁(30g*10包/袋)_82_4174.5_沖泡飲
245,H1-68,《廣吉》堅果飲-核桃黑五珍(30g*10包/袋),89 ,4174.50 ,廣吉,23.0 ,5.5 ,33.0 ,沖泡飲,素食,300,245_H1-68《廣吉》堅果飲-核桃黑五珍(30g*10包/袋)_89_4174.5_沖泡飲
246,H1-69,《廣吉》堅果飲-腰果山藥(30g*10包),89 ,4174.50 ,廣吉,23.0 ,5.5 ,33.0 ,沖泡飲,素食,300,246_H1-69《廣吉》堅果飲-腰果山藥(30g*10包)_89_4174.5_沖泡飲
247,H1-70,《廣吉》減糖山藥黑豆(30g*10包/袋),95 ,4174.50 ,廣吉,23.0 ,5.5 ,33.0 ,沖泡飲,素食,300,247_H1-70《廣吉》減糖山藥黑豆(30g*10包/袋)_95_4174.5_沖泡飲
248,H1-71,《廣吉》減糖冰糖杏仁(30g*10包/袋),71 ,4174.50 ,廣吉,23.0 ,5.5 ,33.0 ,沖泡飲,素食,300,248_H1-71《廣吉》減糖冰糖杏仁(30g*10包/袋)_71_4174.5_沖泡飲
249,H1-72,《廣吉》減糖黑五珍(30g*10包/袋),69 ,4174.50 ,廣吉,23.0 ,5.5 ,33.0 ,沖泡飲,素食,300,249_H1-72《廣吉》減糖黑五珍(30g*10包/袋)_69_4174.5_沖泡飲
250,H1-73,《廣吉》減糖燕麥薏仁(30g*10包/袋),75 ,4174.50 ,廣吉,23.0 ,5.5 ,33.0 ,沖泡飲,素食,300,250_H1-73《廣吉》減糖燕麥薏仁(30g*10包/袋)_75_4174.5_沖泡飲
251,H1-74,《薌園》山藥薏仁粉(30gX12入/包),79 ,3509.00 ,薌園,22.0 ,5.5 ,29.0 ,沖泡飲,素食,360,251_H1-74《薌園》山藥薏仁粉(30gX12入/包)_79_3509_沖泡飲
252,H1-75,《薌園》仙草龜苓膏(15g*10包/袋),89 ,3509.00 ,薌園,22.0 ,5.5 ,29.0 ,沖泡飲,素食,150,252_H1-75《薌園》仙草龜苓膏(15g*10包/袋)_89_3509_沖泡飲
253,H1-76,《薌園》本草營養豆漿粉(25 公克*36/盒),270 ,3509.00 ,薌園,22.0 ,5.5 ,29.0 ,沖泡飲,素食,900,253_H1-76《薌園》本草營養豆漿粉(25 公克*36/盒)_270_3509_沖泡飲
254,H1-77,《薌園》百合杏仁粉(25g*16包/袋),89 ,3509.00 ,薌園,22.0 ,5.5 ,29.0 ,沖泡飲,素食,400,254_H1-77《薌園》百合杏仁粉(25g*16包/袋)_89_3509_沖泡飲
255,H1-78,《薌園》黑五穀豆漿(25gx12包/袋),89 ,3509.00 ,薌園,22.0 ,5.5 ,29.0 ,沖泡飲,素食,300,255_H1-78《薌園》黑五穀豆漿(25gx12包/袋)_89_3509_沖泡飲
256,H1-79,《薌園》蓮藕芝麻糊(30g*10包/袋),89 ,3509.00 ,薌園,22.0 ,5.5 ,29.0 ,沖泡飲,素食,300,256_H1-79《薌園》蓮藕芝麻糊(30g*10包/袋)_89_3509_沖泡飲
